customer_id,industry,region,signup_date,plan_type,monthly_revenue,churned,renewal_date,sales_rep,usage_score,nps_score
CUST-101542,Fintech,LATAM,2022-02-02,Basic,128.06,0,2025-07-11,Team Delta,94.0,7
CUST-101543,Media,APAC,2023-09-25,Basic,60.58,0,2025-07-11,Team Alpha,69.3,2
CUST-101544,Fintech,EMEA,2021-07-25,Pro,486.77,0,2025-07-11,Team Charlie,75.7,6
CUST-101545,Fintech,APAC,2024-06-25,Basic,141.13,0,2025-07-11,Team Delta,41.6,10
CUST-101546,Media,APAC,2022-01-14,Basic,147.21,0,2025-07-11,Team Alpha,59.8,7
CUST-101547,Retail,EMEA,2024-06-23,Basic,139.4,1,2025-07-10,Team Charlie,27.5,2
CUST-101548,Healthcare,North America,2023-07-23,Enterprise,3176.5,0,2025-07-11,Team Alpha,83.8,10
CUST-101549,Media,EMEA,2022-07-01,Basic,51.06,0,2025-07-11,Team Charlie,96.2,9
CUST-101550,Fintech,LATAM,2021-11-26,Pro,339.14,0,2025-07-11,Team Delta,91.4,5
CUST-101551,Consulting,APAC,2021-12-18,Basic,117.31,1,2025-07-10,Team Delta,22.1,10
CUST-101552,Fintech,APAC,2023-02-01,Basic,97.3,0,2025-07-11,Team Delta,72.5,2
CUST-101553,Media,North America,2022-02-09,Pro,215.26,1,2025-07-10,Team Alpha,34.5,8
CUST-101554,Retail,APAC,2022-02-02,Basic,139.95,1,2025-07-10,Team Charlie,73.0,1
CUST-101555,Education,APAC,2024-05-27,Basic,133.55,1,2025-07-10,Team Delta,73.7,8
CUST-101556,Retail,LATAM,2021-10-25,Pro,276.7,0,2025-07-11,Team Alpha,69.2,8
CUST-101557,Retail,APAC,2024-02-14,Basic,130.39,0,2025-07-11,Team Charlie,81.5,1
CUST-101558,Consulting,EMEA,2023-05-25,Pro,414.08,0,2025-07-11,Team Alpha,90.9,8
CUST-101559,Healthcare,APAC,2022-06-06,Basic,146.66,0,2025-07-11,Team Delta,78.0,8
CUST-101560,Consulting,EMEA,2023-04-11,Basic,124.46,1,2025-07-10,Team Alpha,38.8,7
CUST-101561,Manufacturing,APAC,2024-06-11,Basic,120.22,0,2025-07-11,Team Charlie,90.5,6
CUST-101562,Retail,LATAM,2022-06-13,Basic,128.29,0,2025-07-11,Team Delta,97.9,6
CUST-101563,Education,North America,2021-12-14,Pro,369.68,0,2025-07-11,Team Bravo,73.8,8
CUST-101564,Energy,EMEA,2022-01-18,Pro,308.86,0,2025-07-11,Team Delta,100.0,9
CUST-101565,Manufacturing,LATAM,2023-01-08,Enterprise,2368.75,0,2025-07-11,Team Alpha,73.1,5
CUST-101566,Retail,APAC,2022-11-11,Basic,81.46,0,2025-07-11,Team Bravo,92.2,1
CUST-101567,Education,APAC,2022-07-30,Pro,223.02,0,2025-07-11,Team Delta,90.3,8
CUST-101568,Media,North America,2024-04-07,Pro,258.0,1,2025-07-10,Team Delta,41.8,9
CUST-101569,Manufacturing,APAC,2022-07-31,Pro,271.25,1,2025-07-10,Team Charlie,18.9,6
CUST-101570,Retail,LATAM,2024-01-30,Basic,76.73,0,2025-07-11,Team Bravo,97.0,8
CUST-101571,Retail,North America,2024-06-17,Basic,60.52,0,2025-07-11,Team Charlie,67.8,6
CUST-101572,Energy,LATAM,2024-04-28,Pro,447.36,0,2025-07-11,Team Delta,72.4,8
CUST-101573,Consulting,North America,2022-05-26,Basic,109.63,0,2025-07-11,Team Charlie,70.1,7
CUST-101574,Education,North America,2023-03-11,Basic,101.82,0,2025-07-11,Team Charlie,86.8,10
CUST-101575,Education,North America,2024-04-09,Enterprise,3162.21,0,2025-07-11,Team Delta,76.9,7
CUST-101576,Fintech,North America,2022-07-17,Enterprise,1836.23,0,2025-07-11,Team Alpha,76.4,2
CUST-101577,Media,APAC,2023-03-02,Enterprise,3328.58,0,2025-07-11,Team Delta,88.4,8
CUST-101578,Media,North America,2022-07-20,Basic,100.37,0,2025-07-11,Team Bravo,56.5,8
CUST-101579,Retail,North America,2024-03-28,Pro,381.92,0,2025-07-11,Team Alpha,93.8,9
CUST-101580,Manufacturing,LATAM,2023-10-09,Enterprise,1157.67,0,2025-07-11,Team Bravo,78.5,9
CUST-101581,Healthcare,APAC,2023-01-22,Basic,114.56,1,2025-07-10,Team Delta,68.5,7
CUST-101582,Retail,LATAM,2022-02-01,Basic,112.85,0,2025-07-11,Team Alpha,61.9,2
CUST-101583,Education,EMEA,2023-12-10,Enterprise,2707.16,0,2025-07-11,Team Delta,89.4,4
CUST-101584,Consulting,APAC,2023-01-29,Enterprise,4000.64,0,2025-07-11,Team Alpha,43.9,7
CUST-101585,Energy,APAC,2023-07-12,Pro,475.62,0,2025-07-11,Team Alpha,74.7,2
CUST-101586,Media,LATAM,2021-08-05,Basic,137.34,0,2025-07-11,Team Bravo,70.1,6
CUST-101587,Manufacturing,EMEA,2021-08-01,Basic,91.37,0,2025-07-11,Team Charlie,86.1,4
CUST-101588,Manufacturing,North America,2022-06-11,Pro,214.33,0,2025-07-11,Team Alpha,70.4,9
CUST-101589,Fintech,EMEA,2021-10-12,Basic,81.1,1,2025-07-10,Team Delta,70.7,9
CUST-101590,Manufacturing,APAC,2023-09-05,Enterprise,3941.0,0,2025-07-11,Team Alpha,83.3,4
CUST-101591,Retail,LATAM,2024-03-13,Basic,55.82,0,2025-07-11,Team Delta,70.1,6
CUST-101592,Manufacturing,APAC,2023-04-30,Basic,60.29,0,2025-07-11,Team Bravo,94.5,10
CUST-101593,Manufacturing,EMEA,2021-11-16,Enterprise,1723.5,0,2025-07-11,Team Bravo,67.3,10
CUST-101594,Energy,APAC,2022-09-15,Enterprise,4526.54,0,2025-07-11,Team Delta,80.0,5
CUST-101595,Fintech,APAC,2022-11-04,Enterprise,2514.7,1,2025-07-10,Team Delta,77.2,6
CUST-101596,Energy,LATAM,2023-09-13,Enterprise,2075.45,0,2025-07-11,Team Charlie,89.3,6
CUST-101597,Consulting,North America,2022-03-09,Pro,345.26,0,2025-07-11,Team Charlie,100.0,6
CUST-101598,Healthcare,APAC,2023-03-09,Basic,110.39,0,2025-07-11,Team Charlie,100.0,6
CUST-101599,Energy,North America,2022-11-04,Pro,384.63,0,2025-07-11,Team Bravo,74.7,6
CUST-101600,Energy,EMEA,2022-07-16,Basic,118.52,1,2025-07-10,Team Bravo,65.6,10
CUST-101601,Manufacturing,APAC,2022-07-25,Pro,346.03,0,2025-07-11,Team Alpha,80.3,1
CUST-101602,Education,EMEA,2023-05-16,Pro,429.91,0,2025-07-11,Team Bravo,82.2,9
CUST-101603,Consulting,APAC,2023-06-15,Basic,121.4,1,2025-07-10,Team Bravo,70.9,5
CUST-101604,Manufacturing,EMEA,2024-02-11,Pro,386.6,0,2025-07-11,Team Charlie,87.7,3
CUST-101605,Manufacturing,EMEA,2022-11-03,Basic,98.25,0,2025-07-11,Team Charlie,88.9,3
CUST-101606,Education,LATAM,2022-01-12,Enterprise,4881.75,0,2025-07-11,Team Bravo,74.1,7
CUST-101607,Fintech,North America,2022-02-09,Enterprise,1654.7,0,2025-07-11,Team Bravo,48.7,10
CUST-101608,Healthcare,LATAM,2022-03-22,Basic,120.6,0,2025-07-11,Team Bravo,59.0,4
CUST-101609,Fintech,LATAM,2022-12-31,Pro,311.55,0,2025-07-11,Team Charlie,43.5,10
CUST-101610,Education,North America,2022-03-27,Enterprise,4121.88,0,2025-07-11,Team Bravo,74.2,9
CUST-101611,Healthcare,North America,2022-01-24,Pro,225.43,0,2025-07-11,Team Delta,62.6,4
CUST-101612,Energy,LATAM,2022-01-10,Basic,105.96,0,2025-07-11,Team Bravo,84.2,8
CUST-101613,Retail,APAC,2022-12-13,Basic,128.28,0,2025-07-11,Team Delta,71.7,7
CUST-101614,Consulting,EMEA,2022-09-06,Basic,59.09,1,2025-07-10,Team Bravo,75.2,7
CUST-101615,Retail,APAC,2021-10-18,Pro,494.23,0,2025-07-11,Team Bravo,85.7,7
CUST-101616,Consulting,EMEA,2023-12-23,Basic,112.73,0,2025-07-11,Team Bravo,76.3,5
CUST-101617,Fintech,APAC,2023-08-20,Enterprise,4994.24,0,2025-07-11,Team Bravo,78.5,3
CUST-101618,Energy,EMEA,2023-09-12,Basic,58.0,0,2025-07-11,Team Delta,69.0,8
CUST-101619,Healthcare,North America,2021-10-05,Basic,82.61,0,2025-07-11,Team Charlie,83.0,9
CUST-101620,Consulting,EMEA,2023-12-08,Pro,275.11,0,2025-07-11,Team Delta,73.5,3
CUST-101621,Manufacturing,North America,2023-02-02,Basic,112.34,1,2025-07-10,Team Alpha,69.8,9
CUST-101622,Fintech,APAC,2022-08-11,Enterprise,4869.31,0,2025-07-11,Team Delta,62.0,1
CUST-101623,Media,North America,2023-12-19,Basic,100.28,0,2025-07-11,Team Delta,74.8,1
CUST-101624,Manufacturing,LATAM,2022-06-30,Pro,295.19,0,2025-07-11,Team Bravo,59.6,9
CUST-101625,Fintech,EMEA,2021-09-17,Basic,121.3,0,2025-07-11,Team Delta,61.9,7
CUST-101626,Media,LATAM,2022-07-25,Basic,50.16,0,2025-07-11,Team Charlie,78.5,9
CUST-101627,Consulting,EMEA,2023-07-13,Basic,90.34,0,2025-07-11,Team Charlie,89.3,4
CUST-101628,Fintech,EMEA,2023-02-25,Basic,85.62,0,2025-07-11,Team Charlie,44.1,9
CUST-101629,Media,LATAM,2022-04-15,Basic,124.75,0,2025-07-11,Team Charlie,91.4,1
CUST-101630,Manufacturing,APAC,2023-11-16,Basic,57.85,1,2025-07-10,Team Bravo,58.3,8
CUST-101631,Media,LATAM,2023-04-23,Pro,281.21,0,2025-07-11,Team Bravo,68.3,8
CUST-101632,Energy,North America,2022-11-22,Basic,100.3,0,2025-07-11,Team Alpha,31.7,1
CUST-101633,Retail,EMEA,2023-04-18,Basic,97.07,0,2025-07-11,Team Charlie,76.3,10
CUST-101634,Education,LATAM,2022-09-05,Basic,74.99,0,2025-07-11,Team Delta,83.2,3
CUST-101635,Fintech,LATAM,2023-12-15,Basic,135.44,0,2025-07-11,Team Delta,61.4,1
CUST-101636,Energy,LATAM,2022-01-12,Basic,94.64,0,2025-07-11,Team Bravo,36.2,10
CUST-101637,Healthcare,APAC,2022-04-15,Basic,62.91,0,2025-07-11,Team Charlie,100.0,8
CUST-101638,Education,EMEA,2023-09-20,Pro,434.58,0,2025-07-11,Team Charlie,78.0,5
CUST-101639,Retail,North America,2023-03-25,Pro,210.9,0,2025-07-11,Team Bravo,63.4,6
CUST-101640,Consulting,North America,2023-07-03,Basic,116.28,0,2025-07-11,Team Delta,54.8,8
CUST-101641,Healthcare,APAC,2022-11-05,Basic,61.32,0,2025-07-11,Team Alpha,69.8,6
CUST-101642,Consulting,APAC,2021-11-22,Pro,433.84,0,2025-07-11,Team Alpha,71.9,2
CUST-101643,Media,EMEA,2021-07-23,Basic,119.95,0,2025-07-11,Team Delta,66.4,4
CUST-101644,Energy,LATAM,2022-05-18,Pro,364.8,1,2025-07-10,Team Charlie,88.5,9
CUST-101645,Fintech,APAC,2023-12-03,Enterprise,2628.31,0,2025-07-11,Team Delta,61.7,3
CUST-101646,Media,EMEA,2024-03-04,Basic,110.2,0,2025-07-11,Team Alpha,74.9,4
CUST-101647,Manufacturing,APAC,2023-07-01,Pro,417.32,0,2025-07-11,Team Alpha,61.6,9
CUST-101648,Consulting,North America,2024-01-16,Basic,135.9,0,2025-07-11,Team Bravo,69.0,8
CUST-101649,Retail,LATAM,2022-05-10,Basic,92.89,0,2025-07-11,Team Bravo,87.2,10
CUST-101650,Education,LATAM,2022-03-01,Pro,244.93,0,2025-07-11,Team Charlie,81.5,8
CUST-101651,Education,North America,2023-04-08,Basic,94.19,0,2025-07-11,Team Delta,100.0,4
CUST-101652,Manufacturing,EMEA,2022-07-07,Basic,129.6,0,2025-07-11,Team Alpha,94.4,1
CUST-101653,Media,EMEA,2024-03-24,Basic,114.64,1,2025-07-10,Team Delta,48.0,8
CUST-101654,Energy,APAC,2022-12-13,Pro,449.19,0,2025-07-11,Team Delta,82.8,6
CUST-101655,Healthcare,LATAM,2024-04-27,Pro,366.59,0,2025-07-11,Team Bravo,100.0,1
CUST-101656,Consulting,LATAM,2022-10-31,Basic,73.32,1,2025-07-10,Team Charlie,71.7,10
CUST-101657,Energy,EMEA,2022-05-25,Pro,320.26,0,2025-07-11,Team Bravo,58.6,3
CUST-101658,Energy,North America,2023-04-24,Basic,57.27,0,2025-07-11,Team Delta,85.2,10
CUST-101659,Healthcare,LATAM,2021-10-12,Basic,124.09,0,2025-07-11,Team Bravo,58.8,8
CUST-101660,Manufacturing,EMEA,2022-09-18,Pro,383.01,0,2025-07-11,Team Charlie,91.4,1
CUST-101661,Fintech,North America,2021-09-17,Enterprise,4719.69,0,2025-07-11,Team Alpha,70.6,4
CUST-101662,Consulting,LATAM,2023-09-26,Basic,72.73,0,2025-07-11,Team Charlie,31.6,2
CUST-101663,Media,APAC,2024-07-03,Pro,447.12,1,2025-07-10,Team Alpha,53.7,9
CUST-101664,Healthcare,LATAM,2023-06-23,Basic,65.4,0,2025-07-11,Team Bravo,72.0,1
CUST-101665,Consulting,North America,2023-12-30,Basic,138.68,1,2025-07-10,Team Charlie,30.8,6
CUST-101666,Media,LATAM,2023-09-04,Pro,328.3,0,2025-07-11,Team Delta,71.1,1
CUST-101667,Manufacturing,APAC,2024-03-26,Enterprise,4431.06,0,2025-07-11,Team Bravo,65.2,2
CUST-101668,Retail,EMEA,2021-11-04,Basic,51.1,0,2025-07-11,Team Charlie,81.7,9
CUST-101669,Healthcare,LATAM,2023-05-17,Pro,253.36,1,2025-07-10,Team Alpha,41.0,8
CUST-101670,Consulting,North America,2022-07-13,Basic,143.84,0,2025-07-11,Team Delta,77.6,9
CUST-101671,Energy,LATAM,2022-08-20,Enterprise,4413.86,0,2025-07-11,Team Delta,60.5,10
CUST-101672,Manufacturing,APAC,2023-03-13,Pro,403.75,0,2025-07-11,Team Delta,82.1,9
CUST-101673,Manufacturing,North America,2022-11-17,Basic,108.73,0,2025-07-11,Team Alpha,48.8,9
CUST-101674,Retail,North America,2022-09-06,Pro,252.67,0,2025-07-11,Team Bravo,73.9,1
CUST-101675,Fintech,EMEA,2021-11-04,Basic,109.82,0,2025-07-11,Team Bravo,87.8,5
CUST-101676,Retail,LATAM,2022-02-07,Pro,285.56,0,2025-07-11,Team Bravo,81.5,10
CUST-101677,Healthcare,APAC,2022-03-09,Pro,286.17,0,2025-07-11,Team Bravo,70.4,4
CUST-101678,Energy,LATAM,2022-03-23,Basic,113.61,0,2025-07-11,Team Bravo,49.5,10
CUST-101679,Education,LATAM,2023-07-04,Enterprise,1060.09,0,2025-07-11,Team Delta,66.6,10
CUST-101680,Fintech,LATAM,2023-04-03,Pro,216.42,0,2025-07-11,Team Bravo,84.3,4
CUST-101681,Manufacturing,LATAM,2023-10-21,Basic,77.44,0,2025-07-11,Team Alpha,21.3,7
CUST-101682,Healthcare,LATAM,2022-05-29,Enterprise,4754.88,0,2025-07-11,Team Delta,77.5,10
CUST-101683,Manufacturing,North America,2022-11-01,Basic,80.35,0,2025-07-11,Team Delta,92.4,1
CUST-101684,Energy,EMEA,2022-08-26,Pro,406.51,0,2025-07-11,Team Alpha,69.5,2
CUST-101685,Consulting,APAC,2021-11-28,Pro,217.13,0,2025-07-11,Team Charlie,70.1,10
CUST-101686,Consulting,LATAM,2024-06-10,Basic,86.52,0,2025-07-11,Team Charlie,83.7,9
CUST-101687,Energy,LATAM,2024-07-09,Basic,92.63,0,2025-07-11,Team Charlie,82.9,2
CUST-101688,Retail,LATAM,2022-06-10,Basic,127.4,0,2025-07-11,Team Bravo,58.6,4
CUST-101689,Retail,APAC,2022-02-26,Enterprise,3141.88,1,2025-07-10,Team Delta,54.0,3
CUST-101690,Education,APAC,2022-07-31,Pro,412.94,0,2025-07-11,Team Delta,81.7,6
CUST-101691,Consulting,APAC,2023-03-18,Pro,264.58,0,2025-07-11,Team Bravo,75.3,2
CUST-101692,Retail,APAC,2024-05-27,Pro,355.28,0,2025-07-11,Team Alpha,70.0,8
CUST-101693,Energy,EMEA,2022-08-19,Basic,143.52,0,2025-07-11,Team Bravo,90.7,3
CUST-101694,Energy,North America,2021-08-28,Pro,309.99,0,2025-07-11,Team Delta,55.0,6
CUST-101695,Manufacturing,EMEA,2023-06-13,Basic,57.17,0,2025-07-11,Team Alpha,42.3,7
CUST-101696,Fintech,APAC,2021-12-05,Enterprise,4633.64,0,2025-07-11,Team Charlie,53.8,8
CUST-101697,Education,EMEA,2021-12-16,Pro,388.74,0,2025-07-11,Team Alpha,87.0,8
CUST-101698,Healthcare,APAC,2022-01-15,Basic,140.9,1,2025-07-10,Team Bravo,55.9,7
CUST-101699,Healthcare,EMEA,2021-10-14,Basic,121.51,0,2025-07-11,Team Charlie,62.8,2
CUST-101700,Media,North America,2022-01-30,Pro,373.42,1,2025-07-10,Team Charlie,42.2,5
CUST-101701,Education,North America,2023-03-25,Pro,300.89,0,2025-07-11,Team Delta,75.1,9
CUST-101702,Energy,North America,2024-06-11,Enterprise,2913.13,0,2025-07-11,Team Alpha,100.0,5
CUST-101703,Fintech,North America,2024-01-01,Basic,126.72,0,2025-07-11,Team Alpha,73.0,7
CUST-101704,Retail,APAC,2021-11-04,Basic,103.57,1,2025-07-10,Team Charlie,86.8,9
CUST-101705,Energy,LATAM,2021-10-19,Pro,470.23,1,2025-07-10,Team Alpha,51.6,2
CUST-101706,Education,APAC,2024-04-09,Basic,98.34,0,2025-07-11,Team Bravo,77.8,2
CUST-101707,Healthcare,EMEA,2022-01-27,Basic,92.18,0,2025-07-11,Team Delta,71.4,3
CUST-101708,Fintech,EMEA,2022-12-08,Pro,457.65,0,2025-07-11,Team Delta,86.5,6
CUST-101709,Media,APAC,2021-09-15,Pro,269.29,0,2025-07-11,Team Alpha,86.4,3
CUST-101710,Manufacturing,APAC,2021-09-27,Pro,313.15,1,2025-07-10,Team Delta,58.1,4
CUST-101711,Media,EMEA,2023-12-19,Basic,87.94,1,2025-07-10,Team Delta,64.0,8
CUST-101712,Retail,EMEA,2023-03-16,Pro,229.66,0,2025-07-11,Team Delta,72.4,4
CUST-101713,Consulting,LATAM,2021-08-25,Enterprise,3263.55,0,2025-07-11,Team Charlie,77.9,9
CUST-101714,Fintech,LATAM,2024-06-06,Basic,88.22,0,2025-07-11,Team Alpha,85.3,10
CUST-101715,Healthcare,North America,2022-04-05,Basic,59.35,0,2025-07-11,Team Delta,81.3,3
CUST-101716,Education,LATAM,2022-06-09,Basic,55.35,0,2025-07-11,Team Alpha,76.4,2
CUST-101717,Education,North America,2022-09-11,Enterprise,2991.79,0,2025-07-11,Team Charlie,66.0,10
CUST-101718,Consulting,LATAM,2023-06-03,Enterprise,3371.93,0,2025-07-11,Team Charlie,84.7,2
CUST-101719,Media,APAC,2021-09-02,Basic,74.29,1,2025-07-10,Team Charlie,49.7,4
CUST-101720,Education,LATAM,2024-02-27,Basic,50.71,0,2025-07-11,Team Bravo,84.3,5
CUST-101721,Energy,APAC,2024-04-11,Enterprise,2171.25,0,2025-07-11,Team Delta,43.0,1
CUST-101722,Retail,APAC,2023-08-25,Basic,103.13,0,2025-07-11,Team Charlie,77.0,7
CUST-101723,Consulting,EMEA,2023-11-13,Pro,452.77,0,2025-07-11,Team Charlie,81.4,7
CUST-101724,Retail,North America,2021-10-13,Pro,233.72,0,2025-07-11,Team Charlie,100.0,9
CUST-101725,Media,EMEA,2022-09-18,Basic,104.66,0,2025-07-11,Team Charlie,90.1,9
CUST-101726,Retail,APAC,2022-02-09,Pro,306.07,0,2025-07-11,Team Alpha,76.6,1
CUST-101727,Fintech,APAC,2022-05-16,Basic,143.48,0,2025-07-11,Team Charlie,100.0,2
CUST-101728,Healthcare,North America,2024-03-16,Pro,341.77,1,2025-07-10,Team Alpha,69.9,1
CUST-101729,Energy,APAC,2021-08-10,Pro,271.98,0,2025-07-11,Team Alpha,69.5,4
CUST-101730,Energy,APAC,2023-01-19,Enterprise,3318.95,0,2025-07-11,Team Bravo,71.2,1
CUST-101731,Media,APAC,2023-11-03,Basic,53.88,0,2025-07-11,Team Bravo,85.1,1
CUST-101732,Consulting,EMEA,2022-12-27,Basic,86.87,0,2025-07-11,Team Bravo,51.3,5
CUST-101733,Media,LATAM,2023-03-06,Basic,60.13,0,2025-07-11,Team Delta,57.6,5
CUST-101734,Consulting,North America,2022-04-16,Basic,75.05,0,2025-07-11,Team Delta,62.2,7
CUST-101735,Education,LATAM,2022-11-18,Basic,52.11,0,2025-07-11,Team Alpha,65.8,3
CUST-101736,Media,LATAM,2021-08-25,Pro,468.25,0,2025-07-11,Team Delta,62.0,3
CUST-101737,Manufacturing,LATAM,2021-10-10,Pro,437.8,0,2025-07-11,Team Delta,91.5,4
CUST-101738,Energy,LATAM,2023-10-11,Pro,315.04,0,2025-07-11,Team Bravo,56.5,4
CUST-101739,Education,LATAM,2024-01-04,Pro,390.84,0,2025-07-11,Team Bravo,89.3,2
CUST-101740,Healthcare,EMEA,2022-03-15,Basic,149.68,0,2025-07-11,Team Alpha,68.8,5
CUST-101741,Education,APAC,2022-07-31,Enterprise,2579.23,0,2025-07-11,Team Alpha,84.7,2
CUST-101742,Consulting,North America,2022-08-29,Basic,143.26,0,2025-07-11,Team Charlie,74.0,8
CUST-101743,Fintech,EMEA,2022-06-16,Basic,132.94,0,2025-07-11,Team Charlie,53.2,3
CUST-101744,Media,APAC,2023-01-13,Basic,98.38,0,2025-07-11,Team Alpha,78.1,1
CUST-101745,Education,EMEA,2022-04-10,Pro,321.19,0,2025-07-11,Team Delta,71.0,10
CUST-101746,Fintech,APAC,2024-01-17,Enterprise,2134.98,0,2025-07-11,Team Bravo,63.3,3
CUST-101747,Education,LATAM,2024-06-28,Basic,88.81,0,2025-07-11,Team Charlie,100.0,10
CUST-101748,Healthcare,North America,2024-01-15,Basic,68.29,0,2025-07-11,Team Charlie,100.0,5
CUST-101749,Energy,APAC,2024-07-07,Pro,351.11,0,2025-07-11,Team Delta,58.7,1
CUST-101750,Education,EMEA,2023-12-09,Pro,367.01,0,2025-07-11,Team Delta,92.5,2
CUST-101751,Energy,LATAM,2023-12-02,Basic,114.81,0,2025-07-11,Team Charlie,64.1,8
CUST-101752,Healthcare,LATAM,2023-08-14,Basic,102.42,0,2025-07-11,Team Delta,99.4,1
CUST-101753,Media,North America,2022-04-09,Enterprise,1508.41,0,2025-07-11,Team Delta,73.3,5
CUST-101754,Manufacturing,North America,2021-09-07,Enterprise,4342.29,0,2025-07-11,Team Alpha,81.1,8
CUST-101755,Manufacturing,North America,2021-10-06,Pro,296.46,1,2025-07-10,Team Alpha,50.8,7
CUST-101756,Retail,North America,2024-01-31,Enterprise,3453.61,0,2025-07-11,Team Bravo,82.3,7
CUST-101757,Energy,North America,2021-08-10,Basic,122.4,0,2025-07-11,Team Bravo,70.1,3
CUST-101758,Fintech,APAC,2021-07-12,Pro,322.41,0,2025-07-11,Team Bravo,88.5,4
CUST-101759,Energy,North America,2024-02-20,Pro,298.07,0,2025-07-11,Team Charlie,75.6,7
CUST-101760,Consulting,North America,2022-01-29,Basic,140.75,0,2025-07-11,Team Alpha,90.6,10
CUST-101761,Media,LATAM,2022-04-12,Basic,58.24,0,2025-07-11,Team Alpha,76.4,6
CUST-101762,Media,LATAM,2021-10-11,Basic,77.81,0,2025-07-11,Team Alpha,73.7,10
CUST-101763,Healthcare,EMEA,2022-02-25,Basic,105.41,0,2025-07-11,Team Bravo,77.6,7
CUST-101764,Manufacturing,North America,2021-12-30,Basic,98.64,0,2025-07-11,Team Delta,79.9,7
CUST-101765,Education,North America,2021-10-31,Pro,420.88,0,2025-07-11,Team Charlie,89.3,3
CUST-101766,Education,North America,2024-07-09,Pro,239.77,0,2025-07-11,Team Charlie,78.1,3
CUST-101767,Consulting,North America,2024-01-07,Basic,112.61,1,2025-07-10,Team Delta,53.3,5
CUST-101768,Media,APAC,2022-12-15,Basic,111.78,0,2025-07-11,Team Alpha,70.2,3
CUST-101769,Fintech,EMEA,2022-11-24,Basic,101.83,0,2025-07-11,Team Bravo,83.1,4
CUST-101770,Energy,LATAM,2022-03-12,Enterprise,2150.87,0,2025-07-11,Team Charlie,31.6,5
CUST-101771,Fintech,APAC,2024-03-30,Basic,135.97,0,2025-07-11,Team Delta,74.7,10
CUST-101772,Healthcare,LATAM,2024-04-14,Basic,74.18,0,2025-07-11,Team Bravo,70.9,10
CUST-101773,Fintech,APAC,2022-04-07,Pro,229.05,0,2025-07-11,Team Alpha,88.1,8
CUST-101774,Retail,EMEA,2022-06-22,Basic,95.61,0,2025-07-11,Team Delta,68.9,4
CUST-101775,Energy,North America,2023-02-18,Pro,268.43,1,2025-07-10,Team Bravo,43.0,2
CUST-101776,Education,APAC,2024-06-14,Pro,313.98,0,2025-07-11,Team Bravo,92.7,9
CUST-101777,Retail,LATAM,2022-01-24,Enterprise,4029.7,0,2025-07-11,Team Delta,100.0,7
CUST-101778,Fintech,North America,2021-07-13,Pro,465.98,0,2025-07-11,Team Charlie,72.1,6
CUST-101779,Education,North America,2023-12-09,Basic,144.73,0,2025-07-11,Team Delta,52.2,10
CUST-101780,Manufacturing,APAC,2022-04-19,Pro,462.5,0,2025-07-11,Team Delta,71.3,5
CUST-101781,Media,EMEA,2024-02-15,Pro,275.83,0,2025-07-11,Team Charlie,82.4,4
CUST-101782,Fintech,EMEA,2024-03-30,Pro,438.4,0,2025-07-11,Team Alpha,67.0,8
CUST-101783,Manufacturing,North America,2023-08-20,Basic,135.43,0,2025-07-11,Team Alpha,63.6,5
CUST-101784,Education,APAC,2022-12-07,Enterprise,3858.81,1,2025-07-10,Team Bravo,46.8,10
CUST-101785,Media,APAC,2022-07-15,Pro,468.53,1,2025-07-10,Team Delta,49.4,9
CUST-101786,Manufacturing,EMEA,2022-11-19,Pro,363.92,0,2025-07-11,Team Charlie,86.4,1
CUST-101787,Media,EMEA,2024-03-25,Basic,94.24,0,2025-07-11,Team Charlie,45.9,9
CUST-101788,Fintech,EMEA,2024-05-16,Pro,466.28,0,2025-07-11,Team Alpha,81.5,10
CUST-101789,Energy,North America,2023-06-04,Enterprise,4014.72,1,2025-07-10,Team Bravo,43.1,7
CUST-101790,Consulting,LATAM,2022-08-26,Pro,379.97,0,2025-07-11,Team Alpha,100.0,1
CUST-101791,Healthcare,North America,2022-08-02,Enterprise,4249.65,1,2025-07-10,Team Delta,31.7,1
CUST-101792,Healthcare,APAC,2023-01-06,Enterprise,4332.84,1,2025-07-10,Team Delta,35.0,1
CUST-101793,Media,LATAM,2021-12-25,Basic,55.05,0,2025-07-11,Team Alpha,99.4,5
CUST-101794,Healthcare,LATAM,2021-09-23,Basic,94.45,0,2025-07-11,Team Bravo,83.5,6
CUST-101795,Energy,North America,2023-05-22,Basic,130.59,0,2025-07-11,Team Alpha,59.5,2
CUST-101796,Manufacturing,APAC,2022-03-26,Basic,94.8,0,2025-07-11,Team Charlie,62.9,1
CUST-101797,Retail,EMEA,2023-08-15,Enterprise,4970.39,0,2025-07-11,Team Charlie,100.0,9
CUST-101798,Fintech,APAC,2023-01-07,Basic,55.36,0,2025-07-11,Team Bravo,56.3,9
CUST-101799,Fintech,EMEA,2021-12-15,Enterprise,3179.53,0,2025-07-11,Team Delta,82.8,8
CUST-101800,Healthcare,APAC,2023-12-25,Pro,452.74,0,2025-07-11,Team Delta,56.3,10
CUST-101801,Education,EMEA,2022-03-20,Pro,468.74,0,2025-07-11,Team Bravo,74.6,2
CUST-101802,Healthcare,EMEA,2021-11-02,Pro,391.82,0,2025-07-11,Team Bravo,50.2,1
CUST-101803,Manufacturing,EMEA,2022-10-12,Enterprise,3679.88,0,2025-07-11,Team Charlie,67.3,2
